,foodcourt,restaurant,restaurantmenuitem,Accuracy_Deep_AR
4949,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d753,0.7118893011750155
4956,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d754,0.5476190476190477
4963,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d760,0.8531746031746031
4970,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d76a,0.6496598639455783
4977,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,653f44646fef4c001b324cb9,0.9
4984,6438cce9f4b0750017cef0d4,644cb166d65fa8001bc2b9da,6463840e5aa7790017bc2c3b,0.7647907647907648
4991,6438cce9f4b0750017cef0d4,644cb166d65fa8001bc2b9da,6463840e5aa7790017bc2c3d,0.48611111111111105
4998,6438cce9f4b0750017cef0d4,644cb166d65fa8001bc2b9da,64c100c4ad22410017686e49,0.5571428571428572
5005,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133815,0.6612144857943177
5012,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133825,0.4285714285714286
5019,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133826,0.7722448979591836
5026,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133831,0.8369047619047619
5033,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,644239f74dc3fb001b509fe7,0.2857142857142857
5040,644676f0a582a6001ba346f1,64467e6b4cf60900175ee9a1,6446814b808e5d001bacc663,0.8706011958254085
5047,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d098151e001b1f11fd,0.7142857142857143
5054,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f1223,0.6071428571428572
5061,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f1226,0.7448979591836735
5068,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f122d,0.3571428571428571
5075,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f122e,0.6095238095238096
5082,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f1230,0.48571428571428565
5089,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,646f0b7fdab717001b9491c6,0.9256342735605408
5096,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,646f0bd20ecce000177541c1,0.7995273690871698
5103,64490badf3d62b0017653986,644906431deed7001b34d0ff,645b18f4b022c7001bd4d9ac,0.7380952380952381
5110,64490badf3d62b0017653986,644906431deed7001b34d0ff,645b18f4b022c7001bd4d9cd,0.5380952380952381
5117,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929e87c208e20018b25318,0.4285714285714286
5124,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929f45b905e8001b5ae5d9,0.6904761904761905
5131,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929f9bc208e20018b2531b,0.6547619047619048
5138,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929feed0dea40017cdc6cb,0.6190476190476191
5145,64490badf3d62b0017653986,64685c04da814f001bd5fe00,646860c58fdafe0017658656,0.7810047095761381
5152,64490c07caa52b001cf01ddb,64492bd9ea2064001b2a009f,646855bd8fdafe001765852e,0.7380952380952381
5159,64490c07caa52b001cf01ddb,64492bd9ea2064001b2a009f,646855bd8fdafe001765855f,0.5095238095238095
5166,64490c07caa52b001cf01ddb,64492bd9ea2064001b2a009f,646855bd8fdafe0017658560,0.7464264901764901
5173,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e15fa,0.7440476190476191
5180,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e160c,0.47857142857142854
5187,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e162a,0.7319727891156462
5194,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e16ad,0.4285714285714286
5201,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6486e259713b73001bacb949,0.769047619047619
5208,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d88a,0.674860853432282
5215,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d88d,0.75
5222,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d890,0.7562724967136731
5229,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d894,0.8995394623030637
5236,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d897,0.6630385487528344
5243,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,64ba141403d924001b2495cc,0.8490739865420172
5250,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b02,0.6071428571428572
5257,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b0d,0.7142857142857143
5264,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b18,0.7126050420168067
5271,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b22,0.5428571428571428
5278,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dc2,0.9338465165818909
5285,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dc6,0.8730269730269731
5292,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dca,0.7984693877551021
5299,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dd1,0.7340385170168247
5306,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dd2,0.6071428571428572
5313,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2ddf,0.8078231292517006
5320,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2de0,0.5238095238095238
5327,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2de1,0.5945578231292518
5334,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dec,0.6681818181818182
5341,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2ded,0.7651515151515151
5348,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2def,0.7329931972789115
5355,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dfb,0.3571428571428571
5362,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,651fee8feec3370017fdb509,0.6746031746031745
5369,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,645b380851dc99001b017b02,0.8821052631578947
5376,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,645b380851dc99001b017b08,0.7751600640256102
5383,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,645b380851dc99001b017b29,0.8467068645640075
5390,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,647472bf94605300172c18c4,0.9445257825397941
5397,64490c07caa52b001cf01ddb,6453994c7b196c00173b91a8,645b2fe551dc99001b0179cc,0.8193550497121925
5404,64490c07caa52b001cf01ddb,6453994c7b196c00173b91a8,645b2fe651dc99001b0179ed,0.6560439560439559
5411,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3510,0.684981684981685
5418,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3514,0.761716224951519
5425,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3515,0.2857142857142857
5432,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3517,0.6658555729984301
5439,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3518,0.7642857142857142
5446,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb351b,0.6835673811283568
5453,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb351e,0.33333333333333337
5460,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3525,0.6061224489795918
5467,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3526,0.8472772325713502
5474,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb352a,0.7535714285714286
5481,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb352f,0.7555296424585514
5488,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3534,0.39682539682539686
5495,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb353a,0.8944805194805194
5502,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aa6,0.4025974025974026
5509,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aa7,0.4285714285714286
5516,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aaa,0.33333333333333337
5523,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aab,0.3392857142857143
5530,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aad,0.38095238095238104
5537,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ab0,0.4285714285714286
5544,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ab3,0.3877551020408163
5551,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ab4,0.35238095238095235
5558,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175abe,0.4285714285714286
5565,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175abf,0.3837535014005603
5572,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ac2,0.2857142857142857
5579,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad1,0.2857142857142857
5586,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad3,0.2857142857142857
5593,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad5,0.2857142857142857
5600,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad6,0.5714285714285714
5607,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ade,0.35238095238095235
5614,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ae0,0.5238095238095238
5621,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ae1,0.4285714285714286
5628,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175b01,0.33333333333333337
5635,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175b02,0.3928571428571429
5642,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba38c2,0.7702947845804988
5649,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba38c4,0.5629251700680272
5656,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba38d4,0.63718820861678
5663,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba3900,0.889234992242511
5670,6464fc41af9792001b3e0fcd,646508cc1bf3a6001b7b9e84,648eebc9c0a7c7001714d58b,0.2857142857142857
5677,6464fc41af9792001b3e0fcd,646508cc1bf3a6001b7b9e84,648eebc9c0a7c7001714d591,0.2857142857142857
5684,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462a8b,0.866867765463568
5691,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462a97,0.890418415424663
5698,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462aa2,0.8961506040396084
5705,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462aad,0.8387863878625208
5712,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648ff83163ca52001b3bee5b,0.7828182082000616
5719,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648ffc4040e315001b2a0d38,0.6800666316355198
5726,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,649955d4299d91001b7a4be2,0.8571428571428572
5733,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffd97902651001b5a5234,0.6478021978021977
5740,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffdaf40e315001b2a0d61,0.8888131799381634
5747,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffe04902651001b5a523b,0.5028138528138528
5754,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffe3863ca52001b3befb3,0.2857142857142857
5761,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffed240e315001b2a0d6b,0.70843776106934
5768,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648fff63902651001b5a526f,0.8594739310196946
5775,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,6490044b902651001b5a531b,0.8041242361518859
5782,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf19e,0.6071428571428572
5789,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf19f,0.4945054945054945
5796,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1a9,0.45238095238095244
5803,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b3,0.6753246753246753
5810,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b4,0.8407055529504509
5817,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b5,0.7001133786848073
5824,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b9,0.4574829931972789
5831,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1be,0.8901146932202832
5838,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1c4,0.5348124098124099
5845,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1cb,0.75
5852,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,64900595902651001b5a5325,0.8158608934924725
5859,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,6490f70208236d0011e16977,0.6089204912734325
5866,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,6490f70208236d0011e16982,0.8350427350427351
5873,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,6490f70208236d0011e1698c,0.4693877551020408
5880,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,65531c2eaacd6b001bc622ca,0.777276295133438
5887,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,65531f40dceb84001bd878c5,0.9391154541997488
5894,6464fc41af9792001b3e0fcd,6465b6781bf3a6001b7ba09c,648ee628955d1a001b6baf84,0.8770420222686148
5901,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db38a,0.7418737060041408
5908,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db391,0.5735135135135135
5915,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db39d,0.7666477702191987
5922,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db39e,0.7569128085536754
5929,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db3a0,0.6249393988364577
5936,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db3b1,0.683879612451041
5943,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db3c2,0.6521941029064633
5950,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,649003a863ca52001b3bf057,0.6615079365079365
5957,6464fc41af9792001b3e0fcd,6465d01a822e2f0017d41cd5,649a6d3cd84e7000118eec21,0.9181732959998955
5964,6464fc41af9792001b3e0fcd,6465e81cf7de5800171f83cd,648ed41be42a8f00174bed27,0.8317315489354484
5971,6464fc41af9792001b3e0fcd,648d4ec3c0a7c7001714cd54,648f1dbbe42a8f00174bfa3b,0.7480797342860589
5978,6464fc41af9792001b3e0fcd,648d4ec3c0a7c7001714cd54,649137c58fd4f00011ab99e1,0.6307982667738765
5985,6464fc41af9792001b3e0fcd,648d66e1e42a8f00174beb94,648f1b53e42a8f00174bf8ec,0.4285714285714286
5992,6464fc41af9792001b3e0fcd,648d66e1e42a8f00174beb94,648f1b53e42a8f00174bf915,0.2857142857142857
5999,6464fc41af9792001b3e0fcd,64b11aecd77d600017f4d07a,655af8245346e5001b55d6b0,0.7789453414453414
6006,6464fc41af9792001b3e0fcd,64b11aecd77d600017f4d07a,655af8ee57836300176aff77,0.8075848218705362
6013,6464fc41af9792001b3e0fcd,64b11aecd77d600017f4d07a,655af9c7f792cb001751cb00,0.907505883396006
6020,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32d9,0.2857142857142857
6027,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32e3,0.7142857142857143
6034,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32e4,0.9648437582084597
6041,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32ef,0.9630670559150638
6048,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,65b74a4bf0aef70017a24be2,0.7614853745288528
6055,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,65b74acbf0aef70017a24be5,0.8199006119376397
6062,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,657fe924d9dbf9001bbe22c7,0.7715833118169663
6069,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,6582e63dc8adce00170d4095,0.7868890977443609
6076,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,65ae18ebf9bfa9001b5352dd,0.5105339105339106
6083,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,65b9f39d412231001afb4128,0.5
6090,6464fc41af9792001b3e0fcd,6582c55bc8adce00170d405d,6582ca0bc8adce00170d4065,0.43671143671143675
6097,6464fc41af9792001b3e0fcd,6582c55bc8adce00170d405d,6582ca5ec8adce00170d406a,0.5186953871164397
6104,6479e33478c3a10017910b46,6479f89811f872001b0dfc50,64a527d166e83c001b1a5f54,0.43214285714285716
6111,6479e33478c3a10017910b46,6479f89811f872001b0dfc50,64a527d166e83c001b1a5f7e,0.48299319727891155
6118,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c57,0.7928571428571428
6125,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c65,0.736996336996337
6132,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c67,0.6967532467532468
6139,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c73,0.839414214569494
6146,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c8f,0.7562358276643991
6153,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c9b,0.8113930187459599
6160,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28ca7,0.9198621178598931
6167,6479e33478c3a10017910b46,64842a89b97cb9001bf1973e,64be538e887def001b94071f,0.8639667350193666
6174,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fab,0.6180523513753328
6181,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fc0,0.5651260504201681
6188,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fc3,0.6710336985390009
6195,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fce,0.8175075698295513
6202,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fd2,0.7670811994492974
6209,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fd7,0.8131868131868132
6216,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fdd,0.7801638346237991
6223,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,656ed1aa866352001796217c,0.6744425165477796
6230,6486ebeef6cb64001b903ee1,64881d2e61825300175e9116,64e5f5b7bbddd9001b5763f3,0.8265567765567765
6237,6486ebeef6cb64001b903ee1,64881d2e61825300175e9116,64e5f5b7bbddd9001b576405,0.49523809523809526
6244,6486ebeef6cb64001b903ee1,64881d2e61825300175e9116,64e5f5b7bbddd9001b57640b,0.5464461646727656
6251,6486ebeef6cb64001b903ee1,6488235861825300175e912a,64ca219d177eff001133ffbf,0.8414947797300738
6258,6486ebeef6cb64001b903ee1,64886a50b74dd00017010eaf,64ec64fdc7d935001bb538a8,0.7523809523809524
6265,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d00,0.8905380333951762
6272,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d0e,0.8571428571428572
6279,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d1c,0.7551020408163265
6286,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d1e,0.8571428571428572
6293,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d1f,0.7142857142857143
6300,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d2d,0.5714285714285714
6307,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d2f,0.8890977443609023
6314,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d3a,0.8571428571428572
6321,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d3b,0.7142857142857143
6328,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d3d,0.9063492063492063
6335,64a6780d79c3110017664495,64a695941f62d6001b2a1656,65c476469752d6001b58b1df,0.8571428571428572
6342,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c982,0.8571428571428572
6349,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c983,0.8571428571428572
6356,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c98c,0.8571428571428572
6363,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c98d,0.8715728715728716
6370,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c98f,0.8571428571428572
6377,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c999,0.8849206349206349
6384,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c99b,0.8571428571428572
6391,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9a6,0.8571428571428572
6398,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9a8,0.8871252204585538
6405,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9b1,0.7142857142857143
6412,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9b3,0.7142857142857143
6419,64a67866800adb0017958767,64a699c96bd359001b4c584c,65a8b5909b47db0017411c41,0.7516233766233766
6426,64ad060cf75c39001b96ada8,64ad0aafb9c825001666838d,65b4a7d2cf187c001b589f6b,0.9330146169127633
6433,64ad060cf75c39001b96ada8,64ad0aafb9c825001666838d,65b4a7ea0b4593001c7abcc7,0.701709188980356
6440,64ad060cf75c39001b96ada8,64ad0aafb9c825001666838d,65b4a82e8d7d8f001be02f97,0.47607906799083266
6447,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6567332422fb0b001784f771,0.5714285714285714
6454,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6567332422fb0b001784f77e,0.7742998271569701
6461,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6567332422fb0b001784f7a6,0.5510204081632653
6468,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f86c,0.7721088435374149
6475,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f873,0.6357142857142857
6482,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f876,0.6462585034013606
6489,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f87c,0.6190476190476191
6496,64be88de505f61001b721dea,64c0f5d942b6ea0017698989,64c25004a917da0010c8c6f4,0.2857142857142857
6503,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f654397810017569c1d,0.2857142857142857
6510,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f664397810017569c27,0.7845755693581781
6517,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f664397810017569c3f,0.5
6524,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f664397810017569c48,0.8468556533072662
6531,64d61bdc1ab7be001b0c18c7,65141454dd6af6001b8ef756,651fb812524e73001b9ad7a9,0.49404761904761907
6538,64d61bdc1ab7be001b0c18c7,65141454dd6af6001b8ef756,65c0d1fef0aef70017a2541f,0.5863945578231293
6545,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299ef0,0.4285714285714286
6552,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299ef6,0.9079836949277408
6559,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f0e,0.5
6566,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f4e,0.7070949262557314
6573,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f5d,0.64421768707483
6580,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f6c,0.6714285714285715
6587,64dcd37af4de31001b3a8343,652911bdf8d98b001bea9b29,65292dbcb52d90001b98d363,0.9167896917896918
6594,64dcd37af4de31001b3a8343,652911bdf8d98b001bea9b29,65292dbcb52d90001b98d36d,0.6816326530612244
6601,64dcd37af4de31001b3a8343,6571d3d5d98a6d00171a93a7,6571d7a75863b2001be4d778,0.8363218885569116
6608,64dcd37af4de31001b3a8343,6571d3d5d98a6d00171a93a7,6571d7a75863b2001be4d77c,0.7989014089616214
